Time,Angular_Velocity_Deg/Sec,Position_Deg,Torque_Nm
2026-05-15 21:30:06.693051,-0.10213266406208277,236.78434623638168,-10.590639691567048
2026-05-15 21:30:06.703050,0.006131232716143131,227.7623548381962,-10.214035993488505
2026-05-15 21:30:06.713050,-0.008046182338148355,226.40905612846836,-10.025734144449233
2026-05-15 21:30:06.723050,0.05897432519122958,233.89730898896232,-8.519319352135062
2026-05-15 21:30:06.733050,-0.02480130922049284,233.76197911798954,-9.649130446370691
2026-05-15 21:30:06.743050,-0.5055445651523769,235.8370371395722,-10.590639691567048
2026-05-15 21:30:06.753050,-0.14982033288106322,233.44620941905305,-10.025734144449233
2026-05-15 21:30:06.763050,0.10666199401021004,237.41588563425466,-10.402337842527777
2026-05-15 21:30:06.773050,-0.0016019027680158615,235.79192718258128,-10.025734144449233
2026-05-15 21:30:06.783050,0.06928517250344157,220.09366214973852,-10.214035993488505
2026-05-15 21:30:06.793050,0.006131232716143131,236.10769688151777,-10.025734144449233
2026-05-15 21:30:06.803050,-0.14466490922495723,237.68654537620023,-10.025734144449233
2026-05-15 21:30:06.813050,-0.2903056275099516,237.86698520416394,-10.402337842527777
2026-05-15 21:30:06.823050,-0.04284529201686382,238.99473412893713,-10.402337842527777
2026-05-15 21:30:06.833050,0.5938495295122266,235.1603877847083,-10.214035993488505
2026-05-15 21:30:06.843050,0.3682997445575893,234.8446180857718,-9.837432295409963
2026-05-15 21:30:06.853050,-0.08408868126571178,237.4609955912456,-10.214035993488505
2026-05-15 21:30:06.863050,-0.09568838449195027,233.76197911798954,-9.837432295409963
2026-05-15 21:30:06.873050,0.043508054222911596,255.09898877469823,-10.025734144449233
2026-05-15 21:30:06.883050,-0.02351245330646634,236.1528068385087,-9.649130446370691
2026-05-15 21:30:06.893050,-0.1807528748176992,234.8446180857718,-10.025734144449233
2026-05-15 21:30:06.903050,-0.13950948556885123,239.58116356981918,-10.402337842527777
2026-05-15 21:30:06.913050,-0.03897872427478433,235.11527782771736,-10.402337842527777
2026-05-15 21:30:06.923050,0.43403139617294073,236.37835662346333,-10.214035993488505
2026-05-15 21:30:06.933050,0.19559305207803845,232.99510984914377,-10.214035993488505
2026-05-15 21:30:06.943050,-0.03253444470465183,232.5440102792345,-9.837432295409963
2026-05-15 21:30:06.953050,-0.10857694363221526,236.60390640841797,-10.025734144449233
2026-05-15 21:30:06.963050,0.0370637746527791,258.7077853339724,-10.025734144449233
2026-05-15 21:30:06.973050,0.044796910136938095,235.61148735461757,-10.402337842527777
2026-05-15 21:30:06.983050,-0.7414051974192262,230.82983191357926,-10.214035993488505
2026-05-15 21:30:06.993050,-0.24777338234707713,246.57320690341294,-10.96724338964559
2026-05-15 21:30:07.003050,-0.0016019027680158615,237.4609955912456,-10.214035993488505
2026-05-15 21:30:07.013050,0.3721663122996688,234.12285877391696,-10.214035993488505
2026-05-15 21:30:07.023050,0.07315174024552107,233.67175920400769,-9.837432295409963
2026-05-15 21:30:07.033050,-0.040267580188810825,233.17554967710748,-10.402337842527777
2026-05-15 21:30:07.043050,-0.07893325760960579,234.88972804276273,-10.402337842527777
2026-05-15 21:30:07.053050,-0.041556436102837324,259.0235550329089,-10.025734144449233
2026-05-15 21:30:07.063050,-0.019645885564386845,236.06258692452684,-10.214035993488505
2026-05-15 21:30:07.073050,-0.5132777006365359,235.92725705355406,-9.837432295409963
2026-05-15 21:30:07.083050,-0.15368690062314272,244.09215926891193,-10.96724338964559
2026-05-15 21:30:07.093050,0.01644208002835512,239.7616033977829,-10.402337842527777
2026-05-15 21:30:07.103049,0.4456310993991792,236.0174769675359,-10.025734144449233
2026-05-15 21:30:07.113049,0.2703466950915754,233.7168691609986,-9.837432295409963
2026-05-15 21:30:07.123049,-0.12662092642858624,234.79950812878087,-10.214035993488505
2026-05-15 21:30:07.133049,-0.15110918879508972,233.67175920400769,-9.46082859733142
2026-05-15 21:30:07.143049,-0.02609016513451934,255.91096800053492,-9.837432295409963
2026-05-15 21:30:07.153049,-0.07893325760960579,238.90451421495527,-9.837432295409963
2026-05-15 21:30:07.163049,-0.1833305866457522,234.30329860188067,-9.837432295409963
2026-05-15 21:30:07.173049,-0.1717308834195137,238.1376449461095,-10.96724338964559
2026-05-15 21:30:07.183049,-0.011912750080227852,236.69412632239982,-10.402337842527777
2026-05-15 21:30:07.193049,0.657003469299525,234.97994795674458,-9.649130446370691
2026-05-15 21:30:07.203049,0.4443422434851527,234.70928821479902,-10.214035993488505
2026-05-15 21:30:07.213049,-0.03382330061867833,233.0402198061347,-10.214035993488505
2026-05-15 21:30:07.223049,-0.006757326424121857,235.29571765568107,-9.837432295409963
2026-05-15 21:30:07.233049,-0.03382330061867833,237.86698520416394,-9.649130446370691
2026-05-15 21:30:07.243049,-0.0003130468539893627,238.40830468805507,-9.837432295409963
2026-05-15 21:30:07.253049,0.002264664974063635,237.73165533319116,-9.649130446370691
2026-05-15 21:30:07.263049,-0.23617367912083864,231.46137131145224,-10.590639691567048
2026-05-15 21:30:07.273049,-0.09182181674987078,235.6565973116085,-9.649130446370691
2026-05-15 21:30:07.283049,0.680202875752002,236.91967610735446,-10.025734144449233
2026-05-15 21:30:07.293049,0.43274254025891423,236.06258692452684,-9.649130446370691
2026-05-15 21:30:07.303049,0.0009758090600371361,232.7244501071982,-10.025734144449233
2026-05-15 21:30:07.313049,0.0396414864808321,233.31087954808027,-9.649130446370691
2026-05-15 21:30:07.323049,0.009997800458222628,215.40222662268206,-10.025734144449233
2026-05-15 21:30:07.333049,-0.022223597392439842,238.54363455902785,-9.837432295409963
2026-05-15 21:30:07.343049,-0.03253444470465183,236.10769688151777,-9.837432295409963
2026-05-15 21:30:07.353049,-0.1755974511615932,235.74681722559035,-10.402337842527777
2026-05-15 21:30:07.363049,-0.03382330061867833,237.1452258923091,-10.214035993488505
2026-05-15 21:30:07.373049,0.39149915101006627,237.19033584930003,-9.46082859733142
2026-05-15 21:30:07.383049,0.4830079209059477,236.91967610735446,-9.837432295409963
2026-05-15 21:30:07.393049,-0.04671185975894332,236.1528068385087,-9.649130446370691
2026-05-15 21:30:07.403049,-0.03640101244673133,236.42346658045426,-9.837432295409963
2026-05-15 21:30:07.413049,0.08604029938578606,212.10919976234436,-9.649130446370691
2026-05-15 21:30:07.423049,0.035774918738752604,238.22786486009136,-9.837432295409963
2026-05-15 21:30:07.433049,-0.0634669866412878,236.1528068385087,-9.649130446370691
2026-05-15 21:30:07.443049,-0.1768863070756197,232.49890032224357,-10.402337842527777
2026-05-15 21:30:07.453049,-0.08666639309376478,236.10769688151777,-10.025734144449233
2026-05-15 21:30:07.463049,0.6608700370416045,237.77676529018208,-9.837432295409963
2026-05-15 21:30:07.473049,0.40567656606435776,235.43104752665386,-9.649130446370691
2026-05-15 21:30:07.483049,-0.029956732876598835,235.29571765568107,-9.649130446370691
2026-05-15 21:30:07.493049,-0.03768986836075783,238.09253498911858,-9.649130446370691
2026-05-15 21:30:07.503048,0.04737462196499109,236.19791679549962,-9.837432295409963
2026-05-15 21:30:07.513048,-0.07635554578155279,239.1300639999099,-10.025734144449233
2026-05-15 21:30:07.523048,-0.04413414793089032,235.61148735461757,-9.837432295409963
2026-05-15 21:30:07.533048,-0.19364143395796418,237.23544580629095,-10.402337842527777
2026-05-15 21:30:07.543048,-0.08022211352363229,238.40830468805507,-10.214035993488505
2026-05-15 21:30:07.553048,0.641537198331207,235.47615748364478,-9.649130446370691
2026-05-15 21:30:07.563048,0.2587469918653369,233.8521990319714,-9.837432295409963
2026-05-15 21:30:07.573048,-0.04284529201686382,234.21307868789881,-9.837432295409963
2026-05-15 21:30:07.583048,-0.09311067266389728,232.67934015020728,-9.272526748292147
2026-05-15 21:30:07.593048,0.0035535208880901337,256.27184765646234,-9.649130446370691
2026-05-15 21:30:07.603048,-0.020934741478413343,235.97236701054499,-9.46082859733142
2026-05-15 21:30:07.613048,-0.3753701178357005,233.62664924701676,-9.837432295409963
2026-05-15 21:30:07.623048,-0.08408868126571178,242.9193003871478,-10.214035993488505
2026-05-15 21:30:07.633048,0.024175215512514114,235.70170726859942,-9.084224899252876
2026-05-15 21:30:07.643048,0.23554758541285992,235.0250579137355,-8.895923050213606
2026-05-15 21:30:07.653048,-0.05444499524310231,235.0250579137355,-9.46082859733142
2026-05-15 21:30:07.663048,0.013864368200302124,235.1603877847083,-9.46082859733142
2026-05-15 21:30:07.673048,-0.13435406191274524,247.70095582818612,-8.895923050213606
2026-05-15 21:30:07.683048,-0.0660446984693408,255.41475847363472,-9.084224899252876
2026-05-15 21:30:07.693048,0.08732915529981256,236.87456615036353,-8.895923050213606
2026-05-15 21:30:07.703048,0.006131232716143131,233.7168691609986,-8.895923050213606
2026-05-15 21:30:07.713048,0.12599483272060752,231.4162613544613,-8.707621201174334
2026-05-15 21:30:07.723048,-0.01320160599425435,230.15318255871534,-8.707621201174334
2026-05-15 21:30:07.733048,-0.6086530382744968,233.0402198061347,-8.895923050213606
2026-05-15 21:30:07.743048,-0.22070740815252066,233.80708907498047,-9.272526748292147
2026-05-15 21:30:07.753048,0.05897432519122958,236.10769688151777,-9.084224899252876
2026-05-15 21:30:07.763048,-0.01449046190828085,236.6490163654089,-9.272526748292147
2026-05-15 21:30:07.773048,-0.03640101244673133,217.65772447222844,-9.272526748292147
2026-05-15 21:30:07.783048,0.22652559401467443,233.40109946206212,-9.272526748292147
2026-05-15 21:30:07.793048,0.40052114240825176,227.4465851392597,-6.824602710781619
2026-05-15 21:30:07.803048,0.0396414864808321,221.8529504723847,-8.895923050213606
2026-05-15 21:30:07.813048,-0.040267580188810825,230.01785268774256,-8.895923050213606
2026-05-15 21:30:07.823048,0.025464071426540613,235.88214709656313,-8.895923050213606
2026-05-15 21:30:07.833048,0.19172648433595896,235.25060769869015,-8.707621201174334
2026-05-15 21:30:07.843048,-0.08022211352363229,232.5440102792345,-8.519319352135062
2026-05-15 21:30:07.853048,-0.10342151997610927,226.1383963865228,-7.954413805017247
2026-05-15 21:30:07.863048,-0.05444499524310231,240.39314279565588,-7.5778101069387045
2026-05-15 21:30:07.873048,-0.5313216834329069,236.69412632239982,-5.69479161654599
2026-05-15 21:30:07.883048,-0.33026016084477305,246.48298698943108,-8.519319352135062
2026-05-15 21:30:07.893048,-0.13177635008469224,244.58836879581213,-5.129886069428175
2026-05-15 21:30:07.903047,0.646692621987313,238.49852460203692,-3.246867579035461
2026-05-15 21:30:07.913047,-0.1627088920213282,236.8294561933726,-2.117056484799832
2026-05-15 21:30:07.923047,-0.19106372212991118,236.4685765374452,0.70747125078924
2026-05-15 21:30:07.933047,-0.03897872427478433,236.24302675249055,3.908602684456855
2026-05-15 21:30:07.943047,-0.09182181674987078,242.7388605591841,6.356526721967384
2026-05-15 21:30:07.953047,-0.0686224102973938,235.97236701054499,9.181054457556456
2026-05-15 21:30:07.963047,0.08604029938578606,237.68654537620023,13.135393287381158
2026-05-15 21:30:07.973047,0.11826169723644853,235.61148735461757,17.842939513362943
2026-05-15 21:30:07.983047,-0.1627088920213282,236.91967610735446,16.901430268166585
2026-05-15 21:30:07.993047,0.5229624542407691,234.70928821479902,15.959921022970228
2026-05-15 21:30:08.003047,0.6763363080099225,232.58912023622543,17.4663358152844
2026-05-15 21:30:08.013047,0.6634477488696575,232.13802066631615,18.7844487585593
2026-05-15 21:30:08.023047,0.6183377918787301,226.634605913423,19.161052456637844
